"","X","Hugo_Symbol","Entrez_Gene_Id","Entrez_Gene_ID_0","RefSeq_ID_0","Accession_0","Gene_symbol","SNP","CHR","BP","TCGAsymbolEQMETABRICsymbol","refseqID","MatchingIlluminaProbeId"
"9484",10267,"PPP1R42",286187,286187,"NM_001013626.2","NM_001013626.2","LRRC67",286187,8,68087812,FALSE,"NM_001013626","ILMN_1702413"
"9485",10269,"LRRC6",23639,23639,"NM_012472.3","NM_012472.3","LRRC6",23639,8,133653768,TRUE,"NM_012472","ILMN_1739683"
"9486",10271,"LRRC7",57554,57554,"NM_020794.2","NM_020794.2","LRRC7",57554,1,70360485,TRUE,"NM_020794","ILMN_1810593"
"9487",10272,"LRRC8A",56262,56262,"NM_019594.2","NM_019594.2","LRRC8A",56262,9,130719895,TRUE,"NM_019594","ILMN_1739840"
"9488",10273,"LRRC8B",23507,23507,"NM_015350.1","NM_015350.1","LRRC8B",23507,1,89831767,TRUE,"NM_015350","ILMN_1712128"
"9489",10274,"LRRC8C",84230,84230,"NM_032270.2","NM_032270.2","LRRC8C",84230,1,89952690,TRUE,"NM_032270","ILMN_2094396"
"9490",10275,"LRRC8D",55144,55144,"NM_018103.3","NM_018103.3","LRRC8D",55144,1,90173597,TRUE,"NM_018103","ILMN_1763409"
"9491",10276,"LRRC8E",80131,80131,"NM_025061.3","NM_025061.3","LRRC8E",80131,19,7872020,TRUE,"NM_025061","ILMN_1669052"
"9492",10277,"LRRCC1",85444,85444,"NM_033402.3","NM_033402.3","LRRCC1",85444,8,86209132,TRUE,"NM_033402","ILMN_2384807"
"9493",10278,"LRRFIP1",9208,9208,"NM_004735.2","NM_004735.2","LRRFIP1",9208,2,238338354,TRUE,"NM_004735","ILMN_2214997"
"9494",10279,"LRRFIP2",9209,9209,"NM_006309.1","NM_006309.1","LRRFIP2",9209,3,37082753,TRUE,"NM_006309","ILMN_1707156"
"9495",10280,"LRRIQ1",84125,84125,"NM_032165.3","NM_032165.3","LRRIQ1",84125,12,84042173,TRUE,"NM_032165","ILMN_1655955"
"9496",10281,"LRRIQ3",127255,127255,"NM_145258.1","NM_145258.1","BX647210",127255,1,74418976,FALSE,"NM_145258","ILMN_1812949"
"9497",10282,"LRRIQ4",344657,344657,"NM_001080460.1","NM_001080460.1","LRRIQ4",344657,3,171037988,TRUE,"NM_001080460","ILMN_2233513"
"9498",10283,"LRRK1",79705,79705,"NM_024652.3","NM_024652.3","LRRK1",79705,15,99331669,TRUE,"NM_024652","ILMN_1696004"
"9499",10284,"LRRK2",120892,120892,"NM_198578.2","NM_198578.2","LRRK2",120892,12,39015179,TRUE,"NM_198578","ILMN_1776649"
"9500",10285,"LRRN1",57633,57633,"NM_020873.5","NM_020873.5","LRRN1",57633,3,3863825,TRUE,"NM_020873","ILMN_1720511"
"9501",10286,"LRRN2",10446,10446,"NM_201630.1","NM_201630.1","LRRN2",10446,1,202921182,TRUE,"NM_201630","ILMN_1696657"
"9502",10287,"LRRN3",54674,54674,"NM_001099660.1","NM_001099660.1","LRRN3",54674,7,110552028,TRUE,"NM_001099660","ILMN_1773650"
"9503",10288,"LRRN4CL",221091,221091,"NM_203422.1","NM_203422.1","LRRN4CL",221091,11,62211702,TRUE,"NM_203422","ILMN_2283216"
"9504",10289,"LRRN4",164312,164312,"NM_152611.2","NM_152611.2","LRRN4",164312,20,5969541,TRUE,"NM_152611","ILMN_1764885"
"9505",10290,"LRRTM1",347730,347730,"NM_178839.3","NM_178839.3","AY358310",347730,2,80379528,FALSE,"NM_178839","ILMN_2179029"
"9506",10291,"LRRTM2",26045,26045,"NM_015564.1","NM_015564.1","CTNNA1",26045,5,138233170,FALSE,"NM_015564","ILMN_1748245"
"9507",10292,"LRRTM3",347731,347731,"NM_178011.3","NM_178011.3","LRRTM3",347731,10,68530449,TRUE,"NM_178011","ILMN_1751861"
"9508",10293,"LRRTM4",80059,80059,"NM_024993.3","NM_024993.3","LRRTM4",80059,2,77597961,TRUE,"NM_024993","ILMN_1685472"
"9509",10294,"LRSAM1",90678,90678,"NM_001005373.1","NM_001005373.1","LRSAM1",90678,9,129253738,TRUE,"NM_001005373","ILMN_1811102"
"9510",10295,"LRTM1",57408,57408,"NM_020678.2","NM_020678.2","LRTM1",57408,3,54927619,TRUE,"NM_020678","ILMN_1800302"
"9511",10296,"LRTM2",654429,654429,"NM_001039029.1","NM_001039029.1","LRTM2",654429,12,1815773,TRUE,"NM_001039029","ILMN_2190676"
"9512",10297,"LRTOMT",220074,220074,"NM_145309.1","NM_145309.1","LRTOMT",220074,11,71485470,TRUE,"NM_145309","ILMN_2185339"
"9513",10298,"LRWD1",222229,222229,"NM_152892.1","NM_152892.1","LRWD1",222229,7,101900455,TRUE,"NM_152892","ILMN_1682368"
"9514",10299,"LSAMP",4045,4045,"NM_002338.2","NM_002338.2","LSAMP",4045,3,117043404,TRUE,"NM_002338","ILMN_1739154"
"9515",10300,"LSG1",55341,55341,"NM_018385.1","NM_018385.1","CA8",55341,3,195843108,FALSE,"NM_018385","ILMN_1705746"
"9516",10301,"LSM10",84967,84967,"NM_032881.1","NM_032881.1","LSM10",84967,1,36631991,TRUE,"NM_032881","ILMN_1751803"
"9517",10302,"LSM11",134353,134353,"NM_173491.2","NM_173491.2","LSM11",134353,5,157116279,TRUE,"NM_173491","ILMN_1702698"
"9518",10303,"LSM12",124801,124801,"NM_152344.2","NM_152344.2","LSM12",124801,17,39496754,TRUE,"NM_152344","ILMN_2092693"
"9519",10304,"LSM14A",26065,26065,"NM_015578.1","NM_015578.1","LSM14A",26065,19,39411912,TRUE,"NM_015578","ILMN_2079803"
"9520",10305,"LSM14B",149986,149986,"NM_144703.2","NM_144703.2","LSM14B",149986,20,60138742,TRUE,"NM_144703","ILMN_1777725"
"9521",10306,"LSM1",27257,27257,"NM_014462.1","NM_014462.1","LSM1",27257,8,38140118,TRUE,"NM_014462","ILMN_2218450"
"9522",10307,"LSM2",57819,57819,"NM_021177.3","NM_021177.3","LSM2",57819,6,31873199,TRUE,"NM_021177","ILMN_2070300"
"9523",10308,"LSM3",27258,27258,"NM_014463.1","NM_014463.1","LSM3",27258,3,14198103,TRUE,"NM_014463","ILMN_1719032"
"9524",10309,"LSM4",25804,25804,"NM_012321.2","NM_012321.2","LSM4",25804,19,18278986,TRUE,"NM_012321","ILMN_1788099"
"9525",10310,"LSM5",23658,23658,"NM_012322.1","NM_012322.1","LSM5",23658,7,32493282,TRUE,"NM_012322","ILMN_1737947"
"9526",10311,"LSM6",11157,11157,"NM_007080.2","NM_007080.2","LSM6",11157,4,147330255,TRUE,"NM_007080","ILMN_1675462"
"9527",10312,"LSM7",51690,51690,"NM_016199.1","NM_016199.1","EU176320",51690,19,2275135,FALSE,"NM_016199","ILMN_1678165"
"9528",10313,"NAA38",84316,84316,"NM_032356.3","NM_032356.3","LSMD1",84316,17,7701182,FALSE,"NM_032356","ILMN_1691131"
"9529",10314,"LSP1",4046,4046,"NM_001013254.1","NM_001013254.1","LSP1",4046,11,1849091,TRUE,"NM_001013254","ILMN_2355225"
"9530",10315,"LSR",51599,51599,"NM_205834.2","NM_205834.2","LSR",51599,19,40444692,TRUE,"NM_205834","ILMN_2363498"
"9531",10316,"LSS",4047,4047,"NM_001001438.1","NM_001001438.1","LSS",4047,21,46433115,TRUE,"NM_001001438","ILMN_1715024"
"9532",10317,"SLCO1B7",338821,338821,"NM_001009562.4","NM_001009562.4","SLCO1B1",338821,12,21098812,FALSE,"NM_001009562","ILMN_2050959"
"9533",10318,"LST1",7940,7940,"NM_007161.2","NM_007161.2","LST1",7940,6,2803068,TRUE,"NM_007161","ILMN_2345353"
"9534",10319,"LTA4H",4048,4048,"NM_000895.1","NM_000895.1","LTA4H",4048,12,94918956,TRUE,"NM_000895","ILMN_1690342"
"9535",10320,"LTA",4049,4049,"NM_000595.2","NM_000595.2","LTA",4049,6,2988187,TRUE,"NM_000595","ILMN_1795464"
"9536",10321,"LTB4R2",56413,56413,"NM_019839.2","NM_019839.2","LTB4R2",56413,14,23850562,TRUE,"NM_019839","ILMN_1775359"
"9537",10322,"LTB4R",1241,1241,"NM_181657.1","NM_181657.1","LTB4R",1241,14,23855784,TRUE,"NM_181657","ILMN_1747251"
"9538",10323,"LTBP1",4052,4052,"NM_206943.1","NM_206943.1","LTBP1",4052,2,33099767,TRUE,"NM_206943","ILMN_1656321"
"9539",10325,"LTBP3",4054,4054,"NM_021070.2","NM_021070.2","LTBP3",4054,11,65076912,TRUE,"NM_021070","ILMN_1805395"
"9540",10326,"LTBP4",8425,8425,"NM_003573.2","NM_003573.2","LTBP4",8425,19,45824865,TRUE,"NM_003573","ILMN_1665219"
"9541",10327,"LTBR",4055,4055,"NM_002342.1","NM_002342.1","LTBR",4055,12,6370736,TRUE,"NM_002342","ILMN_1667476"
"9542",10328,"LTB",4050,4050,"NM_002341.1","NM_002341.1","LTB",4050,6,2796006,TRUE,"NM_002341","ILMN_2376205"
"9543",10329,"LTC4S",4056,4056,"NM_000897.2","NM_000897.2","MAML1",4056,5,179155367,FALSE,"NM_000897","ILMN_1668247"
"9544",10330,"LTF",4057,4057,"NM_002343.2","NM_002343.2","LTF",4057,3,46471817,TRUE,"NM_002343","ILMN_1677920"
"9545",10331,"LTK",4058,4058,"NM_206961.1","NM_206961.1","LTK",4058,15,39583416,TRUE,"NM_206961","ILMN_1799871"
"9546",10332,"LTV1",84946,84946,"NM_032860.3","NM_032860.3","LTV1",84946,6,144226375,TRUE,"NM_032860","ILMN_1805658"
"9547",10333,"LUC7L2",51631,51631,"NM_016019.2","NM_016019.2","LUC7L2",51631,7,138758313,TRUE,"NM_016019","ILMN_1747099"
"9548",10334,"LUC7L3",51747,51747,"NM_016424.3","NM_016424.3","CROP",51747,17,46184397,FALSE,"NM_016424","ILMN_1728180"
"9549",10335,"LUC7L",55692,55692,"NM_018032.3","NM_018032.3","LUC7L",55692,16,179365,TRUE,"NM_018032","ILMN_1765371"
"9550",10336,"LUM",4060,4060,"NM_002345.3","NM_002345.3","LUM",4060,12,90021799,TRUE,"NM_002345","ILMN_2167805"
"9551",10337,"LUZP1",7798,7798,"NM_033631.2","NM_033631.2","LUZP1",7798,1,23284113,TRUE,"NM_033631","ILMN_1714159"
"9552",10338,"LUZP2",338645,338645,"NM_001009909.2","NM_001009909.2","LUZP2",338645,11,25058865,TRUE,"NM_001009909","ILMN_1727101"
"9553",10339,"LUZP4",51213,51213,"NM_016383.3","NM_016383.3","LUZP4",51213,23,114447949,TRUE,"NM_016383","ILMN_1783905"
"9554",10341,"LXN",56925,56925,"NM_020169.2","NM_020169.2","LXN",56925,3,159867202,TRUE,"NM_020169","ILMN_1723962"
"9555",10342,"LY6D",8581,8581,"NM_003695.2","NM_003695.2","LY6D",8581,8,143863473,TRUE,"NM_003695","ILMN_1814270"
"9556",10343,"LY6E",4061,4061,"NM_002346.1","NM_002346.1","LY6E",4061,8,144174913,TRUE,"NM_002346","ILMN_1695404"
"9557",10344,"LY6G5B",58496,58496,"NM_021221.2","NM_021221.2","LY6G5B",58496,6,31747921,TRUE,"NM_021221","ILMN_1785527"
"9558",10345,"LY6G5C",80741,80741,"NM_025262.2","NM_025262.2","LY6G5C",80741,6,2892151,TRUE,"NM_025262","ILMN_1763467"
"9559",10346,"LY6G6C",80740,80740,"NM_025261.1","NM_025261.1","LY6G6C",80740,6,3132702,TRUE,"NM_025261","ILMN_1669352"
"9560",10347,"LY6G6D",58530,58530,"NM_021246.2","NM_021246.2","LY6G6D",58530,6,2933134,TRUE,"NM_021246","ILMN_1696295"
"9561",10348,"LY6G6E",79136,79136,"NR_003673.1","NR_003673.1","LY6G6E",79136,6,2927855,TRUE,"NR_003673","ILMN_1696567"
"9562",10349,"LY6G6F",259215,259215,"NM_001003693.1","NM_001003693.1","LY6G6F",259215,6,3124303,TRUE,"NM_001003693","ILMN_1783158"
"9563",10350,"LY6H",4062,4062,"XM_937329.1","XM_937329.1","LY6H",4062,8,144312764,TRUE,"XM_937329","ILMN_2237252"
"9564",10351,"LY6K",54742,54742,"NM_017527.2","NM_017527.2","LY6K",54742,8,143782316,TRUE,"NM_017527","ILMN_1738646"
"9565",10352,"LY75",4065,4065,"NM_002349.1","NM_002349.1","LY75",4065,2,160368194,TRUE,"NM_002349","ILMN_1757011"
"9566",10353,"LY86",9450,9450,"NM_004271.3","NM_004271.3","LY86",9450,6,6600031,TRUE,"NM_004271","ILMN_1807825"
"9567",10354,"LY96",23643,23643,"NM_015364.2","NM_015364.2","LY96",23643,8,75103801,TRUE,"NM_015364","ILMN_1724533"
"9568",10355,"LY9",4063,4063,"NM_001033667.1","NM_001033667.1","LY9",4063,1,159038935,TRUE,"NM_001033667","ILMN_1731928"
"9569",10356,"LYAR",55646,55646,"NM_017816.1","NM_017816.1","AM393086",55646,4,4326234,FALSE,"NM_017816","ILMN_2221564"
"9570",10357,"LYG1",129530,129530,"NM_174898.2","NM_174898.2","LYG1",129530,2,99267600,TRUE,"NM_174898","ILMN_1791838"
"9571",10358,"LYG2",254773,254773,"NM_175735.3","NM_175735.3","LYG2",254773,2,99225243,TRUE,"NM_175735","ILMN_1691606"
"9572",10359,"LYL1",4066,4066,"NM_005583.3","NM_005583.3","LYL1",4066,19,13070871,TRUE,"NM_005583","ILMN_2216582"
"9573",10360,"LYNX1",66004,66004,"NM_177476.2","NM_177476.2","LYNX1",66004,8,143855357,TRUE,"NM_177476","ILMN_1722670"
"9574",10361,"LYN",4067,4067,"NM_002350.1","NM_002350.1","LYN",4067,8,57085465,TRUE,"NM_002350","ILMN_1781155"
"9575",10362,"LYPD1",116372,116372,"NM_001077427.2","NM_001077427.2","LYPD1",116372,2,133142515,TRUE,"NM_001077427","ILMN_2388397"
"9576",10363,"LYPD2",137797,137797,"NM_205545.1","NM_205545.1","LYPD2",137797,8,143829504,TRUE,"NM_205545","ILMN_1724266"
"9577",10364,"LYPD3",27076,27076,"NM_014400.2","NM_014400.2","LYPD3",27076,19,48656929,TRUE,"NM_014400","ILMN_1739605"
"9578",10365,"LYPD4",147719,147719,"NM_173506.3","NM_173506.3","LYPD4",147719,19,47033852,TRUE,"NM_173506","ILMN_1809905"
"9579",10366,"LYPD5",284348,284348,"NM_001031749.1","NM_001031749.1","LYPD5",284348,19,48998413,TRUE,"NM_001031749","ILMN_1718033"
"9580",10367,"LYPD6B",130576,130576,"NM_177964.3","NM_177964.3","LYPD6B",130576,2,149779723,TRUE,"NM_177964","ILMN_1693119"
"9581",10368,"LYPD6",130574,130574,"NM_194317.2","NM_194317.2","LYPD6",130574,2,150038139,TRUE,"NM_194317","ILMN_1776724"
"9582",10369,"LYPLA1",10434,10434,"NM_006330.2","NM_006330.2","LYPLA1",10434,8,55121897,TRUE,"NM_006330","ILMN_1666713"
"9583",10370,"LYPLA2P1",653639,653639,"NR_001444.3","NR_001444.3","LYPLA2P1",653639,6,4519236,TRUE,"NR_001444","ILMN_2128484"
"9584",10371,"LYPLA2",11313,11313,"NM_007260.2","NM_007260.2","LYPLA2",11313,1,23994212,TRUE,"NM_007260","ILMN_1764628"
"9585",10372,"LYPLAL1",127018,127018,"NM_138794.2","NM_138794.2","LYPLAL1",127018,1,217413929,TRUE,"NM_138794","ILMN_1682935"
"9586",10373,"LYRM1",57149,57149,"NM_020424.2","NM_020424.2","LYRM1",57149,16,20843737,TRUE,"NM_020424","ILMN_1749244"
"9587",10374,"LYRM2",57226,57226,"NM_020466.4","NM_020466.4","LYRM2",57226,6,90405137,TRUE,"NM_020466","ILMN_1703132"
"9588",10375,"LYRM4",57128,57128,"NM_020408.3","NM_020408.3","LYRM4",57128,6,5053861,TRUE,"NM_020408","ILMN_1740927"
"9589",10376,"LYRM5",144363,144363,"NM_001001660.2","NM_001001660.2","LYRM5",144363,12,25249053,TRUE,"NM_001001660","ILMN_1744534"
"9590",10377,"LYRM7",90624,90624,"NM_181705.1","NM_181705.1","LYRM7",90624,5,130564031,TRUE,"NM_181705","ILMN_1709936"
"9591",10378,"LYSMD1",388695,388695,"NM_212551.3","NM_212551.3","LYSMD1",388695,1,149399128,TRUE,"NM_212551","ILMN_1792931"
"9592",10379,"LYSMD2",256586,256586,"NM_153374.1","NM_153374.1","LYSMD2",256586,15,49802872,TRUE,"NM_153374","ILMN_1724493"
"9593",10380,"LYSMD3",116068,116068,"NM_198273.1","NM_198273.1","LYSMD3",116068,5,89847543,TRUE,"NM_198273","ILMN_1766718"
"9594",10381,"LYSMD4",145748,145748,"NM_152449.2","NM_152449.2","LYSMD4",145748,15,98085647,TRUE,"NM_152449","ILMN_2159859"
"9595",10382,"LYST",1130,1130,"NM_000081.2","NM_000081.2","LYST",1130,1,233891488,TRUE,"NM_000081","ILMN_1675956"
"9596",10383,"LYVE1",10894,10894,"NM_006691.3","NM_006691.3","LYVE1",10894,11,10536755,TRUE,"NM_006691","ILMN_1808114"
"9597",10384,"LYZL1",84569,84569,"NM_032517.4","NM_032517.4","LYZL1",84569,10,29639953,TRUE,"NM_032517","ILMN_1787196"
"9598",10385,"LYZL2",119180,119180,"NM_183058.2","NM_183058.2","LYZL2",119180,10,30940896,TRUE,"NM_183058","ILMN_2163482"
"9599",10386,"LYZL4",131375,131375,"NM_144634.2","NM_144634.2","LYZL4",131375,3,42423411,TRUE,"NM_144634","ILMN_1747831"
"9600",10387,"LYZL6",57151,57151,"NM_020426.1","NM_020426.1","LYZL6",57151,17,31288879,TRUE,"NM_020426","ILMN_1750902"
"9601",10388,"LYZ",4069,4069,"NM_000239.1","NM_000239.1","LYZ",4069,12,68033838,TRUE,"NM_000239","ILMN_2162972"
"9602",10389,"LZIC",84328,84328,"NM_032368.3","NM_032368.3","LZIC",84328,1,9912503,TRUE,"NM_032368","ILMN_1661627"
"9603",10390,"LZTFL1",54585,54585,"NM_020347.2","NM_020347.2","LZTFL1",54585,3,45840700,TRUE,"NM_020347","ILMN_1815705"
"9604",10391,"LZTR1",8216,8216,"NM_006767.3","NM_006767.3","LZTR1",8216,22,19683218,TRUE,"NM_006767","ILMN_1805161"
"9605",10392,"LZTS1",11178,11178,"NM_021020.1","NM_021020.1","LZTS1",11178,8,20148194,TRUE,"NM_021020","ILMN_1677261"
"9606",10393,"LZTS2",84445,84445,"NM_032429.1","NM_032429.1","LZTS2",84445,10,102757277,TRUE,"NM_032429","ILMN_1763524"
"9607",10394,"M6PR",4074,4074,"NM_002355.2","NM_002355.2","M6PR",4074,12,8985606,TRUE,"NM_002355","ILMN_2084353"
"9608",10395,"MAB21L1",4081,4081,"NM_005584.2","NM_005584.2","MAB21L1",4081,13,34947018,TRUE,"NM_005584","ILMN_1703980"
"9609",10396,"MAB21L2",10586,10586,"NM_006439.3","NM_006439.3","MAB21L2",10586,4,151724535,TRUE,"NM_006439","ILMN_1798663"
"9610",10397,"MACC1",346389,346389,"NM_182762.2","NM_182762.2","MACC1",346389,7,20147212,TRUE,"NM_182762","ILMN_1762337"
"9611",10398,"MACF1",23499,23499,"NM_033044.2","NM_033044.2","MACF1",23499,1,39574837,TRUE,"NM_033044","ILMN_1737935"
"9612",10399,"MACROD1",28992,28992,"NM_014067.2","NM_014067.2","MACROD1",28992,11,63523396,TRUE,"NM_014067","ILMN_1740960"
"9613",10400,"MACROD2",140733,140733,"NM_080676.5","NM_080676.5","MACROD2",140733,20,14613532,TRUE,"NM_080676","ILMN_1698298"
"9614",10401,"MAD1L1",8379,8379,"NM_001013836.1","NM_001013836.1","MAD1L1",8379,7,1904435,TRUE,"NM_001013836","ILMN_2358069"
"9615",10402,"MAD2L1BP",9587,9587,"NM_014628.2","NM_014628.2","MAD2L1BP",9587,6,43716327,TRUE,"NM_014628","ILMN_1694711"
"9616",10403,"MAD2L1",4085,4085,"NM_002358.2","NM_002358.2","MAD2L1",4085,4,121200378,TRUE,"NM_002358","ILMN_1777564"
"9617",10404,"MAD2L2",10459,10459,"NM_006341.2","NM_006341.2","MAD2L2",10459,1,11657321,TRUE,"NM_006341","ILMN_1669550"
"9618",10405,"MADCAM1",8174,8174,"NM_130760.2","NM_130760.2","MADCAM1",8174,19,452860,TRUE,"NM_130760","ILMN_1767973"
"9619",10406,"MADD",8567,8567,"NM_130473.1","NM_130473.1","MADD",8567,11,47308058,TRUE,"NM_130473","ILMN_2328224"
"9620",10407,"MAEA",10296,10296,"NM_001017405.1","NM_001017405.1","MAEA",10296,4,1306206,TRUE,"NM_001017405","ILMN_2327090"
"9621",10408,"MAEL",84944,84944,"NM_032858.1","NM_032858.1","MAEL",84944,1,165253811,TRUE,"NM_032858","ILMN_2211479"
"9622",10409,"MAF1",84232,84232,"NM_032272.4","NM_032272.4","MAF1",84232,8,145234183,TRUE,"NM_032272","ILMN_1713985"
"9623",10410,"MAFA",389692,389692,"NM_201589.2","NM_201589.2","MAFA",389692,8,144582851,TRUE,"NM_201589","ILMN_1661577"
"9624",10411,"MAFB",9935,9935,"NM_005461.3","NM_005461.3","MAFB",9935,20,38748248,TRUE,"NM_005461","ILMN_1764709"
"9625",10412,"MAFF",23764,23764,"NM_012323.2","NM_012323.2","MAFF",23764,22,36942037,TRUE,"NM_012323","ILMN_1700413"
"9626",10413,"MAFG",4097,4097,"NM_002359.2","NM_002359.2","MAFG",4097,17,77469919,TRUE,"NM_002359","ILMN_2412761"
"9627",10414,"MAFK",7975,7975,"NM_002360.3","NM_002360.3","MAFK",7975,7,1546928,TRUE,"NM_002360","ILMN_1705986"
"9628",10415,"MAF",4094,4094,"NM_005360.3","NM_005360.3","MAF",4094,16,78190199,TRUE,"NM_005360","ILMN_1719543"
"9629",10416,"MAGEA10",4109,4109,"NM_021048.3","NM_021048.3","MAGEA10",4109,23,151053667,TRUE,"NM_021048","ILMN_1741430"
"9630",10417,"MAGEA11",4110,4110,"NM_005366.4","NM_005366.4","MAGEA11",4110,23,148576223,TRUE,"NM_005366","ILMN_2267131"
"9631",10418,"MAGEA12",4111,4111,"NM_005367.4","NM_005367.4","MAGEA12",4111,23,151651223,TRUE,"NM_005367","ILMN_1718107"
"9632",10419,"MAGEA1",4100,4100,"NM_004988.4","NM_004988.4","MAGEA1",4100,23,152135207,TRUE,"NM_004988","ILMN_1722830"
"9633",10420,"MAGEA2",4101,4101,"NM_005361.2","NM_005361.2","MAGEA2",4101,23,151635130,TRUE,"NM_005361","ILMN_1684607"
"9634",10421,"MAGEA3",4102,4102,"NM_005362.3","NM_005362.3","MAGEA3",4102,23,151685331,TRUE,"NM_005362","ILMN_1652276"
"9635",10422,"MAGEA4",4103,4103,"NM_001011549.1","NM_001011549.1","MAGEA4",4103,23,150843021,TRUE,"NM_001011549","ILMN_1687400"
"9636",10423,"MAGEA5",4104,4104,"NM_021049.3","NM_021049.3","MAGEA5",4104,23,151033830,TRUE,"NM_021049","ILMN_1750777"
"9637",10424,"MAGEA6",4105,4105,"NM_175868.1","NM_175868.1","MAGEA6",4105,23,151620898,TRUE,"NM_175868","ILMN_2372681"
"9638",10425,"MAGEA8",4107,4107,"NM_005364.3","NM_005364.3","MAGEA8",4107,23,148775193,TRUE,"NM_005364","ILMN_2069912"
"9639",10426,"MAGEA9B",728269,728269,"NM_001080790.1","NM_001080790.1","MAGEA9",728269,23,148472623,FALSE,"NM_001080790","ILMN_1670255"
"9640",10427,"MAGEB10",139422,139422,"NM_182506.2","NM_182506.2","MAGEB10",139422,23,27750452,TRUE,"NM_182506","ILMN_1703034"
"9641",10428,"MAGEB16",139604,139604,"NM_001099921.1","NM_001099921.1","MAGEB16",139604,23,35730259,TRUE,"NM_001099921","ILMN_1710847"
"9642",10429,"MAGEB18",286514,286514,"NM_173699.2","NM_173699.2","MAGEB18",286514,23,26068300,TRUE,"NM_173699","ILMN_1718448"
"9643",10430,"MAGEB1",4112,4112,"NM_002363.3","NM_002363.3","MAGEB1",4112,23,30175461,TRUE,"NM_002363","ILMN_2413236"
"9644",10431,"MAGEB2",4113,4113,"NM_002364.3","NM_002364.3","MAGEB2",4113,23,30147996,TRUE,"NM_002364","ILMN_1688335"
"9645",10432,"MAGEB3",4114,4114,"NM_002365.3","NM_002365.3","MAGEB3",4114,23,30165065,TRUE,"NM_002365","ILMN_1785114"
"9646",10433,"MAGEB4",4115,4115,"NM_002367.2","NM_002367.2","MAGEB4",4115,23,30172191,TRUE,"NM_002367","ILMN_1808418"
"9647",10434,"MAGEB6",158809,158809,"NM_173523.2","NM_173523.2","MAGEB6",158809,23,26123245,TRUE,"NM_173523","ILMN_1685572"
"9648",10435,"MAGEC1",9947,9947,"NM_005462.3","NM_005462.3","MAGEC1",9947,23,140824594,TRUE,"NM_005462","ILMN_1720041"
"9649",10436,"MAGEC2",51438,51438,"NM_016249.2","NM_016249.2","MAGEC2",51438,23,141117916,TRUE,"NM_016249","ILMN_1757152"
"9650",10437,"MAGEC3",139081,139081,"NM_138702.1","NM_138702.1","MAGEC3",139081,23,140810982,TRUE,"NM_138702","ILMN_1658623"
"9651",10438,"MAGED1",9500,9500,"NM_006986.3","NM_006986.3","MAGED1",9500,23,51661554,TRUE,"NM_006986","ILMN_1775522"
"9652",10439,"MAGED2",10916,10916,"NM_201222.1","NM_201222.1","MAGED2",10916,23,54858634,TRUE,"NM_201222","ILMN_1683576"
"9653",10440,"MAGED4B",81557,81557,"NM_030801.2","NM_030801.2","MAGED4B",81557,23,51945824,TRUE,"NM_030801","ILMN_2316278"
"9654",10442,"MAGEE1",57692,57692,"NM_020932.1","NM_020932.1","MAGEE1",57692,23,75568042,TRUE,"NM_020932","ILMN_2205032"
"9655",10443,"MAGEE2",139599,139599,"NM_138703.3","NM_138703.3","MAGEE2",139599,23,74920352,TRUE,"NM_138703","ILMN_1707066"
"9656",10444,"MAGEF1",64110,64110,"NM_022149.4","NM_022149.4","MAGEF1",64110,3,185911445,TRUE,"NM_022149","ILMN_1730202"
"9657",10445,"MAGEH1",28986,28986,"NM_014061.3","NM_014061.3","MAGEH1",28986,23,55496237,TRUE,"NM_014061","ILMN_1659659"
"9658",10446,"MAGEL2",54551,54551,"NM_019066.3","NM_019066.3","MAGEL2",54551,15,21440164,TRUE,"NM_019066","ILMN_1657478"
"9659",10447,"MAGI1",9223,9223,"NM_015520.1","NM_015520.1","MAGI1",9223,3,65319826,TRUE,"NM_015520","ILMN_1775853"
"9660",10448,"MAGI2",9863,9863,"NM_012301.3","NM_012301.3","MAGI2",9863,7,77484925,TRUE,"NM_012301","ILMN_1715255"
"9661",10449,"MAGI3",260425,260425,"NM_020965.2","NM_020965.2","MAGI3",260425,1,114025479,TRUE,"NM_020965","ILMN_1663986"
"9662",10450,"MAGIX",79917,79917,"NM_024859.1","NM_024859.1","MAGIX",79917,23,48911350,TRUE,"NM_024859","ILMN_1770102"
"9663",10451,"MAGOHB",55110,55110,"NM_018048.2","NM_018048.2","MAGOHB",55110,12,10648092,TRUE,"NM_018048","ILMN_1676058"
"9664",10452,"MAGOH",4116,4116,"NM_002370.2","NM_002370.2","MAGOH",4116,1,53471812,TRUE,"NM_002370","ILMN_2215656"
"9665",10453,"MAGT1",84061,84061,"NM_032121.4","NM_032121.4","MAGT1",84061,16,48582700,TRUE,"NM_032121","ILMN_1721349"
"9666",10454,"MAG",4099,4099,"NM_080600.1","NM_080600.1","MAG",4099,19,40493385,TRUE,"NM_080600","ILMN_1803773"
"9667",10455,"MAK16",84549,84549,"NM_032509.2","NM_032509.2","MAK16",84549,8,33478116,TRUE,"NM_032509","ILMN_1777139"
"9668",10456,"MAK",4117,4117,"NM_005906.3","NM_005906.3","MAK",4117,6,10871307,TRUE,"NM_005906","ILMN_1803984"
"9669",10457,"MAL2",114569,114569,"NM_052886.2","NM_052886.2","MAL2",114569,8,120326380,TRUE,"NM_052886","ILMN_1770653"
