"Hugo_Symbol","AgeAssociatedVennSet"
"AGAP1","Breast_TCGA and Breast_MB"
"AGPAT4","Breast_TCGA and Breast_MB"
"AGR3","Breast_TCGA and Breast_MB"
"AGTPBP1","Breast_TCGA and Breast_MB"
"AIF1L","Breast_TCGA and Breast_MB"
"AIG1","Breast_TCGA and Breast_MB"
"AK4","Breast_TCGA and Breast_MB"
"AKR1B1","Breast_TCGA and Breast_MB"
"ALDH1A2","Breast_TCGA and Breast_MB"
"ALDH1A3","Breast_TCGA and Breast_MB"
"ALDH1L2","Breast_TCGA and Breast_MB"
"ALDH3A2","Breast_TCGA and Breast_MB"
"AMDHD2","Breast_TCGA and Breast_MB"
"AMER1","Breast_TCGA and Breast_MB"
"AMH","Breast_TCGA and Breast_MB"
"AMMECR1","Breast_TCGA and Breast_MB"
"AMPD1","Breast_TCGA and Breast_MB"
"AMPH","Breast_TCGA and Breast_MB"
"AMY1A","Breast_TCGA and Breast_MB"
"ANG","Breast_TCGA and Breast_MB"
"ANGPTL2","Breast_TCGA and Breast_MB"
"ANKRA2","Breast_TCGA and Breast_MB"
"ANKRD11","Breast_TCGA and Breast_MB"
"ANKRD24","Breast_TCGA and Breast_MB"
"ANKRD6","Breast_TCGA and Breast_MB"
"ANKS1B","Breast_TCGA and Breast_MB"
"ANLN","Breast_TCGA and Breast_MB"
"ANOS1","Breast_TCGA and Breast_MB"
"ANP32B","Breast_TCGA and Breast_MB"
"ANXA3","Breast_TCGA and Breast_MB"
"ANXA5","Breast_TCGA and Breast_MB"
"ANXA8","Breast_TCGA and Breast_MB"
"ANXA9","Breast_TCGA and Breast_MB"
"AP1M2","Breast_TCGA and Breast_MB"
"APCDD1L","Breast_TCGA and Breast_MB"
"APEH","Breast_TCGA and Breast_MB"
"APMAP","Breast_TCGA and Breast_MB"
"AQP11","Breast_TCGA and Breast_MB"
"AR","Breast_TCGA and Breast_MB"
"ARFGEF3","Breast_TCGA and Breast_MB"
"ARHGAP10","Breast_TCGA and Breast_MB"
"ARHGAP21","Breast_TCGA and Breast_MB"
"ARHGAP23","Breast_TCGA and Breast_MB"
"ARHGAP28","Breast_TCGA and Breast_MB"
"ARHGAP32","Breast_TCGA and Breast_MB"
"ARHGAP36","Breast_TCGA and Breast_MB"
"ARHGEF4","Breast_TCGA and Breast_MB"
"ARL1","Breast_TCGA and Breast_MB"
"ARL3","Breast_TCGA and Breast_MB"
"ARL4A","Breast_TCGA and Breast_MB"
"ARL9","Breast_TCGA and Breast_MB"
"ARMT1","Breast_TCGA and Breast_MB"
"ART3","Breast_TCGA and Breast_MB"
"ARV1","Breast_TCGA and Breast_MB"
"ASPM","Breast_TCGA and Breast_MB"
"ATAD2","Breast_TCGA and Breast_MB"
"ATF3","Breast_TCGA and Breast_MB"
"ATG16L1","Breast_TCGA and Breast_MB"
"ATL2","Breast_TCGA and Breast_MB"
"ATP11B","Breast_TCGA and Breast_MB"
"ATP11C","Breast_TCGA and Breast_MB"
"ATP6AP1","Breast_TCGA and Breast_MB"
"ATP6AP1L","Breast_TCGA and Breast_MB"
"ATP6V0A1","Breast_TCGA and Breast_MB"
"ATP6V1C2","Breast_TCGA and Breast_MB"
"ATP6V1H","Breast_TCGA and Breast_MB"
"ATRIP","Breast_TCGA and Breast_MB"
"AURKA","Breast_TCGA and Breast_MB"
"AVEN","Breast_TCGA and Breast_MB"
"AZGP1","Breast_TCGA and Breast_MB"
"B4GALT5","Breast_TCGA and Breast_MB"
"B4GALT7","Breast_TCGA and Breast_MB"
"B9D1","Breast_TCGA and Breast_MB"
"BACH2","Breast_TCGA and Breast_MB"
"BAIAP2L2","Breast_TCGA and Breast_MB"
"BAZ1A","Breast_TCGA and Breast_MB"
"BBOF1","Breast_TCGA and Breast_MB"
"BBOX1","Breast_TCGA and Breast_MB"
"BCAS1","Breast_TCGA and Breast_MB"
"BCDIN3D","Breast_TCGA and Breast_MB"
"BCHE","Breast_TCGA and Breast_MB"
"BCKDK","Breast_TCGA and Breast_MB"
"BCL11A","Breast_TCGA and Breast_MB"
"BECN1","Breast_TCGA and Breast_MB"
"BEND6","Breast_TCGA and Breast_MB"
"BHLHE22","Breast_TCGA and Breast_MB"
"BHLHE41","Breast_TCGA and Breast_MB"
"BID","Breast_TCGA and Breast_MB"
"BIRC3","Breast_TCGA and Breast_MB"
"BIVM","Breast_TCGA and Breast_MB"
"BLM","Breast_TCGA and Breast_MB"
"BLOC1S1","Breast_TCGA and Breast_MB"
"BMP1","Breast_TCGA and Breast_MB"
"BNIP2","Breast_TCGA and Breast_MB"
"BOC","Breast_TCGA and Breast_MB"
"BORA","Breast_TCGA and Breast_MB"
"BORCS7","Breast_TCGA and Breast_MB"
"BRINP1","Breast_TCGA and Breast_MB"
"BSN","Breast_TCGA and Breast_MB"
"BTF3","Breast_TCGA and Breast_MB"
"BTG3","Breast_TCGA and Breast_MB"
"BTN3A2","Breast_TCGA and Breast_MB"
"BTRC","Breast_TCGA and Breast_MB"
"BUB1","Breast_TCGA and Breast_MB"
"BYSL","Breast_TCGA and Breast_MB"
"C10ORF10","Breast_TCGA and Breast_MB"
"C11ORF52","Breast_TCGA and Breast_MB"
"C12ORF10","Breast_TCGA and Breast_MB"
"C15ORF39","Breast_TCGA and Breast_MB"
"C16ORF58","Breast_TCGA and Breast_MB"
"C16ORF87","Breast_TCGA and Breast_MB"
"C17ORF75","Breast_TCGA and Breast_MB"
"C17ORF97","Breast_TCGA and Breast_MB"
"C1ORF106","Breast_TCGA and Breast_MB"
"C1ORF64","Breast_TCGA and Breast_MB"
"C1R","Breast_TCGA and Breast_MB"
"C1S","Breast_TCGA and Breast_MB"
"C21ORF2","Breast_TCGA and Breast_MB"
"C2ORF40","Breast_TCGA and Breast_MB"
"C2ORF88","Breast_TCGA and Breast_MB"
"C4ORF32","Breast_TCGA and Breast_MB"
"C5ORF30","Breast_TCGA and Breast_MB"
"C6ORF1","Breast_TCGA and Breast_MB"
"C9ORF116","Breast_TCGA and Breast_MB"
"CA12","Breast_TCGA and Breast_MB"
"CACFD1","Breast_TCGA and Breast_MB"
"CACHD1","Breast_TCGA and Breast_MB"
"CACNA1H","Breast_TCGA and Breast_MB"
"CACNA2D2","Breast_TCGA and Breast_MB"
"CAD","Breast_TCGA and Breast_MB"
"CALB2","Breast_TCGA and Breast_MB"
"CALD1","Breast_TCGA and Breast_MB"
"CALML3","Breast_TCGA and Breast_MB"
"CALU","Breast_TCGA and Breast_MB"
"CAPN8","Breast_TCGA and Breast_MB"
"CAPN9","Breast_TCGA and Breast_MB"
"CARD10","Breast_TCGA and Breast_MB"
"CARTPT","Breast_TCGA and Breast_MB"
"CASC1","Breast_TCGA and Breast_MB"
"CASK","Breast_TCGA and Breast_MB"
"CASP2","Breast_TCGA and Breast_MB"
"CAV2","Breast_TCGA and Breast_MB"
"CBFB","Breast_TCGA and Breast_MB"
"CBX2","Breast_TCGA and Breast_MB"
"CBX4","Breast_TCGA and Breast_MB"
"CCDC102A","Breast_TCGA and Breast_MB"
"CCDC103","Breast_TCGA and Breast_MB"
"CCDC14","Breast_TCGA and Breast_MB"
"CCDC15","Breast_TCGA and Breast_MB"
"CCDC170","Breast_TCGA and Breast_MB"
"CCDC191","Breast_TCGA and Breast_MB"
"CCDC28A","Breast_TCGA and Breast_MB"
"CCDC50","Breast_TCGA and Breast_MB"
"CCDC77","Breast_TCGA and Breast_MB"
"CCL21","Breast_TCGA and Breast_MB"
"CCL5","Breast_TCGA and Breast_MB"
"CCNA1","Breast_TCGA and Breast_MB"
"CCNA2","Breast_TCGA and Breast_MB"
"CCNB1IP1","Breast_TCGA and Breast_MB"
"CCNB2","Breast_TCGA and Breast_MB"
"CCND2","Breast_TCGA and Breast_MB"
"CCNE1","Breast_TCGA and Breast_MB"
"CCT6B","Breast_TCGA and Breast_MB"
"CD1C","Breast_TCGA and Breast_MB"
"CD1E","Breast_TCGA and Breast_MB"
"CD247","Breast_TCGA and Breast_MB"
"CD27","Breast_TCGA and Breast_MB"
"CD276","Breast_TCGA and Breast_MB"
"CD38","Breast_TCGA and Breast_MB"
"CD3D","Breast_TCGA and Breast_MB"
"CD3G","Breast_TCGA and Breast_MB"
"CD46","Breast_TCGA and Breast_MB"
"CD69","Breast_TCGA and Breast_MB"
"CD7","Breast_TCGA and Breast_MB"
"CD79A","Breast_TCGA and Breast_MB"
"CD79B","Breast_TCGA and Breast_MB"
"CD8A","Breast_TCGA and Breast_MB"
"CD96","Breast_TCGA and Breast_MB"
"CD99L2","Breast_TCGA and Breast_MB"
"CDC14B","Breast_TCGA and Breast_MB"
"CDC25A","Breast_TCGA and Breast_MB"
"CDC42BPA","Breast_TCGA and Breast_MB"
"CDC45","Breast_TCGA and Breast_MB"
"CDCA2","Breast_TCGA and Breast_MB"
"CDCA4","Breast_TCGA and Breast_MB"
"CDCA7","Breast_TCGA and Breast_MB"
"CDH11","Breast_TCGA and Breast_MB"
"CDH2","Breast_TCGA and Breast_MB"
"CDH3","Breast_TCGA and Breast_MB"
"CDK6","Breast_TCGA and Breast_MB"
"CDKN1C","Breast_TCGA and Breast_MB"
"CDKN2B","Breast_TCGA and Breast_MB"
"CDRT4","Breast_TCGA and Breast_MB"
"CEACAM5","Breast_TCGA and Breast_MB"
"CENPE","Breast_TCGA and Breast_MB"
"CENPF","Breast_TCGA and Breast_MB"
"CENPJ","Breast_TCGA and Breast_MB"
"CENPN","Breast_TCGA and Breast_MB"
"CENPW","Breast_TCGA and Breast_MB"
"CEP112","Breast_TCGA and Breast_MB"
"CERS2","Breast_TCGA and Breast_MB"
"CERS4","Breast_TCGA and Breast_MB"
"CFAP20","Breast_TCGA and Breast_MB"
"CFAP36","Breast_TCGA and Breast_MB"
"CFAP69","Breast_TCGA and Breast_MB"
"CFAP70","Breast_TCGA and Breast_MB"
"CFB","Breast_TCGA and Breast_MB"
"CHCHD3","Breast_TCGA and Breast_MB"
"CHCHD5","Breast_TCGA and Breast_MB"
"CHD7","Breast_TCGA and Breast_MB"
"CHN1","Breast_TCGA and Breast_MB"
"CHST3","Breast_TCGA and Breast_MB"
"CIAPIN1","Breast_TCGA and Breast_MB"
"CIB1","Breast_TCGA and Breast_MB"
"CIRBP","Breast_TCGA and Breast_MB"
"CITED2","Breast_TCGA and Breast_MB"
"CKAP2L","Breast_TCGA and Breast_MB"
"CKS1B","Breast_TCGA and Breast_MB"
"CLDN11","Breast_TCGA and Breast_MB"
"CLDN23","Breast_TCGA and Breast_MB"
"CLDN8","Breast_TCGA and Breast_MB"
"CLEC10A","Breast_TCGA and Breast_MB"
"CLEC3A","Breast_TCGA and Breast_MB"
"CLEC5A","Breast_TCGA and Breast_MB"
"CLIC4","Breast_TCGA and Breast_MB"
"CLIP3","Breast_TCGA and Breast_MB"
"CLIP4","Breast_TCGA and Breast_MB"
"CLN3","Breast_TCGA and Breast_MB"
"CMBL","Breast_TCGA and Breast_MB"
"CMC2","Breast_TCGA and Breast_MB"
"CMTM3","Breast_TCGA and Breast_MB"
"CMTM7","Breast_TCGA and Breast_MB"
"CNN1","Breast_TCGA and Breast_MB"
"CNN2","Breast_TCGA and Breast_MB"
"CNTD1","Breast_TCGA and Breast_MB"
"COA3","Breast_TCGA and Breast_MB"
"COCH","Breast_TCGA and Breast_MB"
"COG7","Breast_TCGA and Breast_MB"
"COL15A1","Breast_TCGA and Breast_MB"
"COL16A1","Breast_TCGA and Breast_MB"
"COL17A1","Breast_TCGA and Breast_MB"
"COL18A1","Breast_TCGA and Breast_MB"
"COL22A1","Breast_TCGA and Breast_MB"
"COL3A1","Breast_TCGA and Breast_MB"
"COL4A3BP","Breast_TCGA and Breast_MB"
"COL5A2","Breast_TCGA and Breast_MB"
"COL6A1","Breast_TCGA and Breast_MB"
"COL6A2","Breast_TCGA and Breast_MB"
"COL6A3","Breast_TCGA and Breast_MB"
"COL7A1","Breast_TCGA and Breast_MB"
"COLGALT1","Breast_TCGA and Breast_MB"
"COMMD2","Breast_TCGA and Breast_MB"
"COQ10A","Breast_TCGA and Breast_MB"
"COQ6","Breast_TCGA and Breast_MB"
"COQ7","Breast_TCGA and Breast_MB"
"CORO1C","Breast_TCGA and Breast_MB"
"COX17","Breast_TCGA and Breast_MB"
"COX20","Breast_TCGA and Breast_MB"
"CPED1","Breast_TCGA and Breast_MB"
"CPLX1","Breast_TCGA and Breast_MB"
"CPNE3","Breast_TCGA and Breast_MB"
"CPNE8","Breast_TCGA and Breast_MB"
"CPXM1","Breast_TCGA and Breast_MB"
"CRAT","Breast_TCGA and Breast_MB"
"CREB3L4","Breast_TCGA and Breast_MB"
"CREB5","Breast_TCGA and Breast_MB"
"CRELD1","Breast_TCGA and Breast_MB"
"CRIPAK","Breast_TCGA and Breast_MB"
"CRISPLD2","Breast_TCGA and Breast_MB"
"CROT","Breast_TCGA and Breast_MB"
"CRYAB","Breast_TCGA and Breast_MB"
"CRYL1","Breast_TCGA and Breast_MB"
"CSAD","Breast_TCGA and Breast_MB"
"CSE1L","Breast_TCGA and Breast_MB"
"CSN3","Breast_TCGA and Breast_MB"
"CSNK2A2","Breast_TCGA and Breast_MB"
"CSRNP2","Breast_TCGA and Breast_MB"
"CSRP1","Breast_TCGA and Breast_MB"
"CSRP2","Breast_TCGA and Breast_MB"
"CST3","Breast_TCGA and Breast_MB"
"CST5","Breast_TCGA and Breast_MB"
"CST9","Breast_TCGA and Breast_MB"
"CTC1","Breast_TCGA and Breast_MB"
"CTGF","Breast_TCGA and Breast_MB"
"CTLA4","Breast_TCGA and Breast_MB"
"CTPS1","Breast_TCGA and Breast_MB"
"CTSF","Breast_TCGA and Breast_MB"
"CX3CL1","Breast_TCGA and Breast_MB"
"CXCL13","Breast_TCGA and Breast_MB"
"CXCL2","Breast_TCGA and Breast_MB"
"CXCR4","Breast_TCGA and Breast_MB"
"CXCR6","Breast_TCGA and Breast_MB"
"CYB561D2","Breast_TCGA and Breast_MB"
"CYB5A","Breast_TCGA and Breast_MB"
"CYB5D1","Breast_TCGA and Breast_MB"
"CYB5D2","Breast_TCGA and Breast_MB"
"CYB5R2","Breast_TCGA and Breast_MB"
"CYBRD1","Breast_TCGA and Breast_MB"
"CYP1B1","Breast_TCGA and Breast_MB"
"CYP2A6","Breast_TCGA and Breast_MB"
"CYP2A7","Breast_TCGA and Breast_MB"
"CYP2B7P","Breast_TCGA and Breast_MB"
"CYP4B1","Breast_TCGA and Breast_MB"
"CYP4Z1","Breast_TCGA and Breast_MB"
"CYP4Z2P","Breast_TCGA and Breast_MB"
"CYR61","Breast_TCGA and Breast_MB"
"CYSRT1","Breast_TCGA and Breast_MB"
"CYYR1","Breast_TCGA and Breast_MB"
"D2HGDH","Breast_TCGA and Breast_MB"
"DACH1","Breast_TCGA and Breast_MB"
"DACT1","Breast_TCGA and Breast_MB"
"DAPK1","Breast_TCGA and Breast_MB"
"DAPL1","Breast_TCGA and Breast_MB"
"DBP","Breast_TCGA and Breast_MB"
"DCAF7","Breast_TCGA and Breast_MB"
"DCBLD2","Breast_TCGA and Breast_MB"
"DCX","Breast_TCGA and Breast_MB"
"DDIT4","Breast_TCGA and Breast_MB"
"DDR2","Breast_TCGA and Breast_MB"
"DDRGK1","Breast_TCGA and Breast_MB"
"DEGS2","Breast_TCGA and Breast_MB"
"DEK","Breast_TCGA and Breast_MB"
"DENND6B","Breast_TCGA and Breast_MB"
"DEPDC1","Breast_TCGA and Breast_MB"
"DESI2","Breast_TCGA and Breast_MB"
"DFNA5","Breast_TCGA and Breast_MB"
"DHCR24","Breast_TCGA and Breast_MB"
"DHCR7","Breast_TCGA and Breast_MB"
"DHRS7","Breast_TCGA and Breast_MB"
"DIAPH2","Breast_TCGA and Breast_MB"
"DIO1","Breast_TCGA and Breast_MB"
"DKC1","Breast_TCGA and Breast_MB"
"DKK1","Breast_TCGA and Breast_MB"
"DLGAP5","Breast_TCGA and Breast_MB"
"DLK1","Breast_TCGA and Breast_MB"
"DLK2","Breast_TCGA and Breast_MB"
"DNAAF1","Breast_TCGA and Breast_MB"
"DNAJB6","Breast_TCGA and Breast_MB"
"DNAJC19","Breast_TCGA and Breast_MB"
"DNAJC22","Breast_TCGA and Breast_MB"
"DNASE1L2","Breast_TCGA and Breast_MB"
"DOCK7","Breast_TCGA and Breast_MB"
"DONSON","Breast_TCGA and Breast_MB"
"DPH2","Breast_TCGA and Breast_MB"
"DPY19L1","Breast_TCGA and Breast_MB"
"DPYSL2","Breast_TCGA and Breast_MB"
"DPYSL3","Breast_TCGA and Breast_MB"
"DRAIC","Breast_TCGA and Breast_MB"
"DRAM1","Breast_TCGA and Breast_MB"
"DRC3","Breast_TCGA and Breast_MB"
"DSC2","Breast_TCGA and Breast_MB"
"DSC3","Breast_TCGA and Breast_MB"
"DSG2","Breast_TCGA and Breast_MB"
"DSG3","Breast_TCGA and Breast_MB"
"DTNA","Breast_TCGA and Breast_MB"
"DUBR","Breast_TCGA and Breast_MB"
"DUSP4","Breast_TCGA and Breast_MB"
"DUSP5","Breast_TCGA and Breast_MB"
"DYNLRB2","Breast_TCGA and Breast_MB"
"DYRK2","Breast_TCGA and Breast_MB"
"E2F2","Breast_TCGA and Breast_MB"
"E2F3","Breast_TCGA and Breast_MB"
"EBF1","Breast_TCGA and Breast_MB"
"ECI1","Breast_TCGA and Breast_MB"
"ECI2","Breast_TCGA and Breast_MB"
"EDEM3","Breast_TCGA and Breast_MB"
"EDN1","Breast_TCGA and Breast_MB"
"EDN3","Breast_TCGA and Breast_MB"
"EDNRA","Breast_TCGA and Breast_MB"
"EEF1G","Breast_TCGA and Breast_MB"
"EEF2K","Breast_TCGA and Breast_MB"
"EFHC1","Breast_TCGA and Breast_MB"
"EFNB2","Breast_TCGA and Breast_MB"
"EFNB3","Breast_TCGA and Breast_MB"
"EGFR","Breast_TCGA and Breast_MB"
"EGLN2","Breast_TCGA and Breast_MB"
"EGR1","Breast_TCGA and Breast_MB"
"EHBP1","Breast_TCGA and Breast_MB"
"EIF3E","Breast_TCGA and Breast_MB"
"EIF3H","Breast_TCGA and Breast_MB"
"EIF4EBP3","Breast_TCGA and Breast_MB"
"ELF5","Breast_TCGA and Breast_MB"
"EMILIN1","Breast_TCGA and Breast_MB"
"ENPP1","Breast_TCGA and Breast_MB"
"ENPP2","Breast_TCGA and Breast_MB"
"ENPP4","Breast_TCGA and Breast_MB"
"ENPP5","Breast_TCGA and Breast_MB"
"ENTPD5","Breast_TCGA and Breast_MB"
"ENTPD6","Breast_TCGA and Breast_MB"
"EOGT","Breast_TCGA and Breast_MB"
"EPB41L5","Breast_TCGA and Breast_MB"
"EPHB1","Breast_TCGA and Breast_MB"
"EPHB6","Breast_TCGA and Breast_MB"
"EPHX1","Breast_TCGA and Breast_MB"
"EPHX2","Breast_TCGA and Breast_MB"
"EPYC","Breast_TCGA and Breast_MB"
"ERGIC1","Breast_TCGA and Breast_MB"
"ERMARD","Breast_TCGA and Breast_MB"
"ESR1","Breast_TCGA and Breast_MB"
"ETFDH","Breast_TCGA and Breast_MB"
"ETS2","Breast_TCGA and Breast_MB"
"ETV5","Breast_TCGA and Breast_MB"
"ETV6","Breast_TCGA and Breast_MB"
"EVA1A","Breast_TCGA and Breast_MB"
"EVL","Breast_TCGA and Breast_MB"
"EWSAT1","Breast_TCGA and Breast_MB"
"EXO1","Breast_TCGA and Breast_MB"
"EXOC6","Breast_TCGA and Breast_MB"
"EXT2","Breast_TCGA and Breast_MB"
"EXTL2","Breast_TCGA and Breast_MB"
"EZR","Breast_TCGA and Breast_MB"
"F2R","Breast_TCGA and Breast_MB"
"F2RL2","Breast_TCGA and Breast_MB"
"F7","Breast_TCGA and Breast_MB"
"FAAH2","Breast_TCGA and Breast_MB"
"FABP5","Breast_TCGA and Breast_MB"
"FABP7","Breast_TCGA and Breast_MB"
"FAF1","Breast_TCGA and Breast_MB"
"FAH","Breast_TCGA and Breast_MB"
"FAM107A","Breast_TCGA and Breast_MB"
"FAM110B","Breast_TCGA and Breast_MB"
"FAM120AOS","Breast_TCGA and Breast_MB"
"FAM127B","Breast_TCGA and Breast_MB"
"FAM127C","Breast_TCGA and Breast_MB"
"FAM171A1","Breast_TCGA and Breast_MB"
"FAM174A","Breast_TCGA and Breast_MB"
"FAM174B","Breast_TCGA and Breast_MB"
"FAM196A","Breast_TCGA and Breast_MB"
"FAM20A","Breast_TCGA and Breast_MB"
"FAM222A","Breast_TCGA and Breast_MB"
"FAM234B","Breast_TCGA and Breast_MB"
"FAM3B","Breast_TCGA and Breast_MB"
"FAM3D","Breast_TCGA and Breast_MB"
"FAM46B","Breast_TCGA and Breast_MB"
"FANCE","Breast_TCGA and Breast_MB"
"FAP","Breast_TCGA and Breast_MB"
"FASN","Breast_TCGA and Breast_MB"
"FAT1","Breast_TCGA and Breast_MB"
"FAT2","Breast_TCGA and Breast_MB"
"FBL","Breast_TCGA and Breast_MB"
"FBLN2","Breast_TCGA and Breast_MB"
"FBLN5","Breast_TCGA and Breast_MB"
"FBN2","Breast_TCGA and Breast_MB"
"FBP1","Breast_TCGA and Breast_MB"
"FBXL16","Breast_TCGA and Breast_MB"
"FBXL2","Breast_TCGA and Breast_MB"
"FBXO32","Breast_TCGA and Breast_MB"
"FBXO9","Breast_TCGA and Breast_MB"
"FBXW4","Breast_TCGA and Breast_MB"
"FCRL3","Breast_TCGA and Breast_MB"
"FDCSP","Breast_TCGA and Breast_MB"
"FER1L5","Breast_TCGA and Breast_MB"
"FERMT1","Breast_TCGA and Breast_MB"
"FERMT2","Breast_TCGA and Breast_MB"
"FGD3","Breast_TCGA and Breast_MB"
"FGF10","Breast_TCGA and Breast_MB"
"FGF9","Breast_TCGA and Breast_MB"
"FHL3","Breast_TCGA and Breast_MB"
"FHOD3","Breast_TCGA and Breast_MB"
"FICD","Breast_TCGA and Breast_MB"
"FILIP1L","Breast_TCGA and Breast_MB"
"FKBP5","Breast_TCGA and Breast_MB"
"FLNB","Breast_TCGA and Breast_MB"
"FLRT2","Breast_TCGA and Breast_MB"
"FLYWCH2","Breast_TCGA and Breast_MB"
"FMNL2","Breast_TCGA and Breast_MB"
"FMO1","Breast_TCGA and Breast_MB"
"FNIP1","Breast_TCGA and Breast_MB"
"FOLR1","Breast_TCGA and Breast_MB"
"FOXA1","Breast_TCGA and Breast_MB"
"FOXC1","Breast_TCGA and Breast_MB"
"FOXD2","Breast_TCGA and Breast_MB"
"FOXF2","Breast_TCGA and Breast_MB"
"FOXM1","Breast_TCGA and Breast_MB"
"FOXQ1","Breast_TCGA and Breast_MB"
"FRAS1","Breast_TCGA and Breast_MB"
"FREM1","Breast_TCGA and Breast_MB"
"FSCN1","Breast_TCGA and Breast_MB"
"FSCN2","Breast_TCGA and Breast_MB"
"FSTL1","Breast_TCGA and Breast_MB"
"FUCA1","Breast_TCGA and Breast_MB"
"FUT4","Breast_TCGA and Breast_MB"
"FXYD6","Breast_TCGA and Breast_MB"
"FYN","Breast_TCGA and Breast_MB"
"FZD9","Breast_TCGA and Breast_MB"
"G6PC3","Breast_TCGA and Breast_MB"
"GABBR2","Breast_TCGA and Breast_MB"
"GABRP","Breast_TCGA and Breast_MB"
"GAD1","Breast_TCGA and Breast_MB"
"GADD45A","Breast_TCGA and Breast_MB"
"GAMT","Breast_TCGA and Breast_MB"
"GARNL3","Breast_TCGA and Breast_MB"
"GAS1","Breast_TCGA and Breast_MB"
"GATA2","Breast_TCGA and Breast_MB"
"GATA3","Breast_TCGA and Breast_MB"
"GATM","Breast_TCGA and Breast_MB"
"GCNT2","Breast_TCGA and Breast_MB"
"GDAP1","Breast_TCGA and Breast_MB"
"GDE1","Breast_TCGA and Breast_MB"
"GDF15","Breast_TCGA and Breast_MB"
"GEM","Breast_TCGA and Breast_MB"
"GFPT2","Breast_TCGA and Breast_MB"
"GGH","Breast_TCGA and Breast_MB"
"GHDC","Breast_TCGA and Breast_MB"
"GINS3","Breast_TCGA and Breast_MB"
"GLDN","Breast_TCGA and Breast_MB"
"GLIPR1","Breast_TCGA and Breast_MB"
"GLIPR2","Breast_TCGA and Breast_MB"
"GLRX","Breast_TCGA and Breast_MB"
"GLT8D2","Breast_TCGA and Breast_MB"
"GLUD1","Breast_TCGA and Breast_MB"
"GMNN","Breast_TCGA and Breast_MB"
"GNA13","Breast_TCGA and Breast_MB"
"GNL2","Breast_TCGA and Breast_MB"
"GNPTG","Breast_TCGA and Breast_MB"
"GOLM1","Breast_TCGA and Breast_MB"
"GOLT1A","Breast_TCGA and Breast_MB"
"GP2","Breast_TCGA and Breast_MB"
"GPATCH2","Breast_TCGA and Breast_MB"
"GPC4","Breast_TCGA and Breast_MB"
"GPD1L","Breast_TCGA and Breast_MB"
"GPM6B","Breast_TCGA and Breast_MB"
"GPR12","Breast_TCGA and Breast_MB"
"GPR160","Breast_TCGA and Breast_MB"
"GPR183","Breast_TCGA and Breast_MB"
"GPR37","Breast_TCGA and Breast_MB"
"GPRC5A","Breast_TCGA and Breast_MB"
"GPX7","Breast_TCGA and Breast_MB"
"GRAMD3","Breast_TCGA and Breast_MB"
"GRM4","Breast_TCGA and Breast_MB"
"GSAP","Breast_TCGA and Breast_MB"
"GSN","Breast_TCGA and Breast_MB"
"GSPT2","Breast_TCGA and Breast_MB"
"GSTA1","Breast_TCGA and Breast_MB"
"GTPBP4","Breast_TCGA and Breast_MB"
"GTSE1","Breast_TCGA and Breast_MB"
"GUCY1A3","Breast_TCGA and Breast_MB"
"GULP1","Breast_TCGA and Breast_MB"
"GYPC","Breast_TCGA and Breast_MB"
"H1F0","Breast_TCGA and Breast_MB"
"H2AFY2","Breast_TCGA and Breast_MB"
"H2AFZ","Breast_TCGA and Breast_MB"
"HACD1","Breast_TCGA and Breast_MB"
"HAGH","Breast_TCGA and Breast_MB"
"HAPLN3","Breast_TCGA and Breast_MB"
"HCAR1","Breast_TCGA and Breast_MB"
"HDGF","Breast_TCGA and Breast_MB"
"HEATR1","Breast_TCGA and Breast_MB"
"HEBP1","Breast_TCGA and Breast_MB"
"HEMK1","Breast_TCGA and Breast_MB"
"HEPH","Breast_TCGA and Breast_MB"
"HERC5","Breast_TCGA and Breast_MB"
"HERC6","Breast_TCGA and Breast_MB"
"HEXIM2","Breast_TCGA and Breast_MB"
"HEY2","Breast_TCGA and Breast_MB"
"HHAT","Breast_TCGA and Breast_MB"
"HIGD1A","Breast_TCGA and Breast_MB"
"HINT2","Breast_TCGA and Breast_MB"
"HIVEP1","Breast_TCGA and Breast_MB"
"HJURP","Breast_TCGA and Breast_MB"
"HMGB1P1","Breast_TCGA and Breast_MB"
"HMGCS2","Breast_TCGA and Breast_MB"
"HMMR","Breast_TCGA and Breast_MB"
"HN1","Breast_TCGA and Breast_MB"
"HOGA1","Breast_TCGA and Breast_MB"
"HOOK2","Breast_TCGA and Breast_MB"
"HOPX","Breast_TCGA and Breast_MB"
"HOXA4","Breast_TCGA and Breast_MB"
"HOXA5","Breast_TCGA and Breast_MB"
"HOXB2","Breast_TCGA and Breast_MB"
"HOXB5","Breast_TCGA and Breast_MB"
"HPGD","Breast_TCGA and Breast_MB"
"HPN","Breast_TCGA and Breast_MB"
"HRCT1","Breast_TCGA and Breast_MB"
"HSD17B8","Breast_TCGA and Breast_MB"
"HSDL2","Breast_TCGA and Breast_MB"
"HSPA12A","Breast_TCGA and Breast_MB"
"HSPB2","Breast_TCGA and Breast_MB"
"HSPH1","Breast_TCGA and Breast_MB"
"HTATIP2","Breast_TCGA and Breast_MB"
"ICA1","Breast_TCGA and Breast_MB"
"ICAM2","Breast_TCGA and Breast_MB"
"IFI16","Breast_TCGA and Breast_MB"
"IFNAR2","Breast_TCGA and Breast_MB"
"IFT140","Breast_TCGA and Breast_MB"
"IFT46","Breast_TCGA and Breast_MB"
